"date","value","section","grouping","sort","units","grade","level_achieved","unit_category","is_original","original_value","original_units","conversion_note"
2014,0.098,"Expenses-Function","Plant Services","EC4","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2014,0.195,"Expenses-Function","Other Operating","EC5","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2014,NA,"Expenses-Function","Non-Operating","EC6","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2014,114277731,"Expenses-Totals","Total Expenditures","EXP1","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2014,56040543,"Expenses-Totals","Total Instructional Expenditures","EXP10","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2014,4139,"Expenses-Totals","Total Instructional ExpendPer Pupil","EXP11","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2014,93558672,"Expenses-Totals","Total Operating Expenditures","EXP2","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2014,6910,"Expenses-Totals","Total Operating Expend Per Pupil","EXP3","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2014,0.653,"Expenses-Program","Regular Education","PROGE1","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2014,0.016,"Expenses-Program","Un-Allocated Expenditures","PROGE10","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2014,0.175,"Expenses-Program","Special Education","PROGE2","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2014,0.033,"Expenses-Program","Compensatory-Accelerated Education","PROGE3","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2014,0.002,"Expenses-Program","Bilingual-ESL Education","PROGE4","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2014,0.032,"Expenses-Program","Career and Technology Education","PROGE5","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2014,0.003,"Expenses-Program","Gifted and Talented Education","PROGE6","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2014,0.024,"Expenses-Program","Athletics-Related Activities","PROGE7","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2014,0.055,"Expenses-Program","High School Allotment","PROGE8","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2014,0.008,"Expenses-Program","Prekindergarten","PROGE9","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2015,0.606,"Expenses-Function","Instructional","EC1","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2015,0.048,"Expenses-Function","Central Administrative","EC2","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2015,0.055,"Expenses-Function","Campus Administrative-School Leadership","EC3","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2015,0.104,"Expenses-Function","Plant Services","EC4","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2015,0.188,"Expenses-Function","Other Operating","EC5","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2015,NA,"Expenses-Function","Non-Operating","EC6","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2015,156021368,"Expenses-Totals","Total Expenditures","EXP1","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2015,62211413,"Expenses-Totals","Total Instructional Expenditures","EXP10","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2015,4426,"Expenses-Totals","Total Instructional ExpendPer Pupil","EXP11","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2015,102741543,"Expenses-Totals","Total Operating Expenditures","EXP2","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2015,7309,"Expenses-Totals","Total Operating Expend Per Pupil","EXP3","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2015,0.67,"Expenses-Program","Regular Education","PROGE1","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2015,0.017,"Expenses-Program","Un-Allocated Expenditures","PROGE10","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2015,0.152,"Expenses-Program","Special Education","PROGE2","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2015,0.032,"Expenses-Program","Compensatory-Accelerated Education","PROGE3","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2015,0.002,"Expenses-Program","Bilingual-ESL Education","PROGE4","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2015,0.027,"Expenses-Program","Career and Technology Education","PROGE5","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2015,0.003,"Expenses-Program","Gifted and Talented Education","PROGE6","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2015,0.022,"Expenses-Program","Athletics-Related Activities","PROGE7","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2015,0.062,"Expenses-Program","High School Allotment","PROGE8","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2015,0.013,"Expenses-Program","Prekindergarten","PROGE9","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2016,0.601,"Expenses-Function","Instructional","EC1","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2016,0.058,"Expenses-Function","Central Administrative","EC2","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2016,0.056,"Expenses-Function","Campus Administrative-School Leadership","EC3","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2016,0.104,"Expenses-Function","Plant Services","EC4","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2016,0.179,"Expenses-Function","Other Operating","EC5","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2016,NA,"Expenses-Function","Non-Operating","EC6","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2016,185123043,"Expenses-Totals","Total Expenditures","EXP1","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2016,67549099,"Expenses-Totals","Total Instructional Expenditures","EXP10","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2016,4631,"Expenses-Totals","Total Instructional ExpendPer Pupil","EXP11","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2016,112491211,"Expenses-Totals","Total Operating Expenditures","EXP2","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2016,7712,"Expenses-Totals","Total Operating Expend Per Pupil","EXP3","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2016,0.667,"Expenses-Program","Regular Education","PROGE1","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2016,0.017,"Expenses-Program","Un-Allocated Expenditures","PROGE10","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2016,0.146,"Expenses-Program","Special Education","PROGE2","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2016,0.03,"Expenses-Program","Compensatory-Accelerated Education","PROGE3","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2016,0.002,"Expenses-Program","Bilingual-ESL Education","PROGE4","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2016,0.031,"Expenses-Program","Career and Technology Education","PROGE5","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2016,0.003,"Expenses-Program","Gifted and Talented Education","PROGE6","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2016,0.025,"Expenses-Program","Athletics-Related Activities","PROGE7","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2016,0.069,"Expenses-Program","High School Allotment","PROGE8","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2016,0.011,"Expenses-Program","Prekindergarten","PROGE9","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2017,0.595,"Expenses-Function","Instructional","EC1","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2017,0.061,"Expenses-Function","Central Administrative","EC2","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2017,0.055,"Expenses-Function","Campus Administrative-School Leadership","EC3","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2017,0.102,"Expenses-Function","Plant Services","EC4","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2017,0.184,"Expenses-Function","Other Operating","EC5","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2017,NA,"Expenses-Function","Non-Operating","EC6","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2017,286519529,"Expenses-Totals","Total Expenditures","EXP1","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2017,69429500,"Expenses-Totals","Total Instructional Expenditures","EXP10","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2017,4604,"Expenses-Totals","Total Instructional ExpendPer Pupil","EXP11","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2017,116730909,"Expenses-Totals","Total Operating Expenditures","EXP2","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2017,7740,"Expenses-Totals","Total Operating Expend Per Pupil","EXP3","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2017,0.646,"Expenses-Program","Regular Education","PROGE1","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2017,0.018,"Expenses-Program","Un-Allocated Expenditures","PROGE10","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2017,0.161,"Expenses-Program","Special Education","PROGE2","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2017,0.03,"Expenses-Program","Compensatory-Accelerated Education","PROGE3","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2017,0.002,"Expenses-Program","Bilingual-ESL Education","PROGE4","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2017,0.037,"Expenses-Program","Career and Technology Education","PROGE5","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2017,0.003,"Expenses-Program","Gifted and Talented Education","PROGE6","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2017,0.025,"Expenses-Program","Athletics-Related Activities","PROGE7","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2017,0.067,"Expenses-Program","High School Allotment","PROGE8","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2017,0.011,"Expenses-Program","Prekindergarten","PROGE9","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2018,0.595,"Expenses-Function","Instructional","EC1","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2018,0.06,"Expenses-Function","Central Administrative","EC2","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2018,0.055,"Expenses-Function","Campus Administrative-School Leadership","EC3","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2018,0.107,"Expenses-Function","Plant Services","EC4","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2018,0.18,"Expenses-Function","Other Operating","EC5","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2018,NA,"Expenses-Function","Non-Operating","EC6","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2018,181819772,"Expenses-Totals","Total Expenditures","EXP1","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2018,74493346,"Expenses-Totals","Total Instructional Expenditures","EXP10","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2018,4817,"Expenses-Totals","Total Instructional ExpendPer Pupil","EXP11","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2018,125247326,"Expenses-Totals","Total Operating Expenditures","EXP2","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2018,8099,"Expenses-Totals","Total Operating Expend Per Pupil","EXP3","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2018,0.636,"Expenses-Program","Regular Education","PROGE1","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2018,0.017,"Expenses-Program","Un-Allocated Expenditures","PROGE10","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2018,0.155,"Expenses-Program","Special Education","PROGE2","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2018,0.036,"Expenses-Program","Compensatory-Accelerated Education","PROGE3","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2018,0.002,"Expenses-Program","Bilingual-ESL Education","PROGE4","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2018,0.044,"Expenses-Program","Career and Technology Education","PROGE5","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2018,0.004,"Expenses-Program","Gifted and Talented Education","PROGE6","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2018,0.023,"Expenses-Program","Athletics-Related Activities","PROGE7","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2018,0.071,"Expenses-Program","High School Allotment","PROGE8","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2018,0.012,"Expenses-Program","Prekindergarten","PROGE9","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2019,0.594,"Expenses-Function","Instructional","EC1","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2019,0.06,"Expenses-Function","Central Administrative","EC2","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2019,0.054,"Expenses-Function","Campus Administrative-School Leadership","EC3","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2019,0.103,"Expenses-Function","Plant Services","EC4","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2019,0.189,"Expenses-Function","Other Operating","EC5","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2019,NA,"Expenses-Function","Non-Operating","EC6","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2019,222715658,"Expenses-Totals","Total Expenditures","EXP1","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2019,76592727,"Expenses-Totals","Total Instructional Expenditures","EXP10","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2019,4905,"Expenses-Totals","Total Instructional ExpendPer Pupil","EXP11","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2019,128948296,"Expenses-Totals","Total Operating Expenditures","EXP2","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2019,8258,"Expenses-Totals","Total Operating Expend Per Pupil","EXP3","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2019,0.474,"Expenses-Program","Regular Education","PROGE1","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2019,0.236,"Expenses-Program","Un-Allocated Expenditures","PROGE10","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2019,0.126,"Expenses-Program","Special Education","PROGE2","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2019,0.046,"Expenses-Program","Compensatory-Accelerated Education","PROGE3","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2019,0.002,"Expenses-Program","Bilingual-ESL Education","PROGE4","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2019,0.035,"Expenses-Program","Career and Technology Education","PROGE5","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2019,0.004,"Expenses-Program","Gifted and Talented Education","PROGE6","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2019,0.018,"Expenses-Program","Athletics-Related Activities","PROGE7","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2019,0.056,"Expenses-Program","High School Allotment","PROGE8","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2019,0.005,"Expenses-Program","Prekindergarten","PROGE9","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.596,"Expenses-Function","Instructional","EC1","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.058,"Expenses-Function","Central Administrative","EC2","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.053,"Expenses-Function","Campus Administrative-School Leadership","EC3","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.097,"Expenses-Function","Plant Services","EC4","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.196,"Expenses-Function","Other Operating","EC5","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,NA,"Expenses-Function","Non-Operating","EC6","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,183465190,"Expenses-Totals","Total Expenditures","EXP1","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2020,78483056,"Expenses-Totals","Total Instructional Expenditures","EXP10","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2020,4977,"Expenses-Totals","Total Instructional ExpendPer Pupil","EXP11","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2020,131788947,"Expenses-Totals","Total Operating Expenditures","EXP2","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2020,8358,"Expenses-Totals","Total Operating Expend Per Pupil","EXP3","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2020,0.474,"Expenses-Program","Regular Education","PROGE1","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.23,"Expenses-Program","Un-Allocated Expenditures","PROGE10","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.14,"Expenses-Program","Special Education","PROGE2","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.046,"Expenses-Program","Compensatory-Accelerated Education","PROGE3","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.003,"Expenses-Program","Bilingual-ESL Education","PROGE4","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.033,"Expenses-Program","Career and Technology Education","PROGE5","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.004,"Expenses-Program","Gifted and Talented Education","PROGE6","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.017,"Expenses-Program","Athletics-Related Activities","PROGE7","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.049,"Expenses-Program","High School Allotment","PROGE8","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.005,"Expenses-Program","Prekindergarten","PROGE9","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.615,"Expenses-Function","Instructional","EC1","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.059,"Expenses-Function","Central Administrative","EC2","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.051,"Expenses-Function","Campus Administrative-School Leadership","EC3","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.093,"Expenses-Function","Plant Services","EC4","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.181,"Expenses-Function","Other Operating","EC5","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,NA,"Expenses-Function","Non-Operating","EC6","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,180985918,"Expenses-Totals","Total Expenditures","EXP1","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2021,84610560,"Expenses-Totals","Total Instructional Expenditures","EXP10","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2021,5313,"Expenses-Totals","Total Instructional ExpendPer Pupil","EXP11","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2021,137534418,"Expenses-Totals","Total Operating Expenditures","EXP2","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2021,8637,"Expenses-Totals","Total Operating Expend Per Pupil","EXP3","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2021,0.495,"Expenses-Program","Regular Education","PROGE1","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.219,"Expenses-Program","Un-Allocated Expenditures","PROGE10","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.161,"Expenses-Program","Special Education","PROGE2","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.036,"Expenses-Program","Compensatory-Accelerated Education","PROGE3","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.003,"Expenses-Program","Bilingual-ESL Education","PROGE4","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.034,"Expenses-Program","Career and Technology Education","PROGE5","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.004,"Expenses-Program","Gifted and Talented Education","PROGE6","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.017,"Expenses-Program","Athletics-Related Activities","PROGE7","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.011,"Expenses-Program","High School Allotment","PROGE8","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.004,"Expenses-Program","Prekindergarten","PROGE9","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.609,"Expenses-Function","Instructional","EC1","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.058,"Expenses-Function","Central Administrative","EC2","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.052,"Expenses-Function","Campus Administrative-School Leadership","EC3","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.101,"Expenses-Function","Plant Services","EC4","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.181,"Expenses-Function","Other Operating","EC5","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,NA,"Expenses-Function","Non-Operating","EC6","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,169960636,"Expenses-Totals","Total Expenditures","EXP1","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2022,85320421,"Expenses-Totals","Total Instructional Expenditures","EXP10","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2022,5454,"Expenses-Totals","Total Instructional ExpendPer Pupil","EXP11","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2022,140157695,"Expenses-Totals","Total Operating Expenditures","EXP2","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2022,8960,"Expenses-Totals","Total Operating Expend Per Pupil","EXP3","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2022,0.444,"Expenses-Program","Regular Education","PROGE1","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.221,"Expenses-Program","Un-Allocated Expenditures","PROGE10","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.176,"Expenses-Program","Special Education","PROGE2","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.04,"Expenses-Program","Compensatory-Accelerated Education","PROGE3","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.002,"Expenses-Program","Bilingual-ESL Education","PROGE4","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.037,"Expenses-Program","Career and Technology Education","PROGE5","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.005,"Expenses-Program","Gifted and Talented Education","PROGE6","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.018,"Expenses-Program","Athletics-Related Activities","PROGE7","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0,"Expenses-Program","High School Allotment","PROGE8","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.003,"Expenses-Program","Prekindergarten","PROGE9","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.607,"Expenses-Function","Instructional","EC1","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.056,"Expenses-Function","Central Administrative","EC2","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.049,"Expenses-Function","Campus Administrative-School Leadership","EC3","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.1,"Expenses-Function","Plant Services","EC4","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.189,"Expenses-Function","Other Operating","EC5","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,NA,"Expenses-Function","Non-Operating","EC6","percent_of_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,177857935,"Expenses-Totals","Total Expenditures","EXP1","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2023,90559872,"Expenses-Totals","Total Instructional Expenditures","EXP10","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2023,5705,"Expenses-Totals","Total Instructional ExpendPer Pupil","EXP11","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2023,149320945,"Expenses-Totals","Total Operating Expenditures","EXP2","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2023,9406,"Expenses-Totals","Total Operating Expend Per Pupil","EXP3","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2023,0.436,"Expenses-Program","Regular Education","PROGE1","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.229,"Expenses-Program","Un-Allocated Expenditures","PROGE10","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.175,"Expenses-Program","Special Education","PROGE2","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.035,"Expenses-Program","Compensatory-Accelerated Education","PROGE3","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.002,"Expenses-Program","Bilingual-ESL Education","PROGE4","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.038,"Expenses-Program","Career and Technology Education","PROGE5","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.004,"Expenses-Program","Gifted and Talented Education","PROGE6","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.017,"Expenses-Program","Athletics-Related Activities","PROGE7","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0,"Expenses-Program","High School Allotment","PROGE8","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.002,"Expenses-Program","Prekindergarten","PROGE9","percent_of_prog_exp","All",NA,"rate_percent",TRUE,NA,NA,NA
1995,5215910,"Fund_Balances","Fund Balance-EOY","FB1","dollars","All",NA,"dollars",FALSE,NA,NA,NA
1995,26,"Fund_Balances","Fund Balance of Budget","FB2","dollars","All",NA,"dollars",FALSE,NA,NA,NA
1996,5837039,"Fund_Balances","Fund Balance-EOY","FB1","dollars","All",NA,"dollars",FALSE,NA,NA,NA
1996,28,"Fund_Balances","Fund Balance of Budget","FB2","dollars","All",NA,"dollars",FALSE,NA,NA,NA
1997,7707126,"Fund_Balances","Fund Balance-EOY","FB1","dollars","All",NA,"dollars",FALSE,NA,NA,NA
1997,35,"Fund_Balances","Fund Balance of Budget","FB2","dollars","All",NA,"dollars",FALSE,NA,NA,NA
1998,8001710,"Fund_Balances","Fund Balance-EOY","FB1","dollars","All",NA,"dollars",FALSE,NA,NA,NA
1998,30,"Fund_Balances","Fund Balance of Budget","FB2","dollars","All",NA,"dollars",FALSE,NA,NA,NA
